masked_img_path,disease_category
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10052.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10053.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10054.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10055.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10056.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10057.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10058.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10059.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1006.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10060.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10061.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10062.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10063.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10064.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10065.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10066.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10067.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10068.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10069.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1007.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10070.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10071.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10072.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10073.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10074.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10075.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10076.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10077.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10078.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10079.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1008.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10080.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10081.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10082.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10083.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10084.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10085.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10086.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10087.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10088.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10089.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1009.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10090.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10091.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10092.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10093.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10094.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10095.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10096.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10097.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10098.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10099.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-101.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1010.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10100.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10101.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10102.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10103.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10104.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10105.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10106.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10107.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10108.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10109.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1011.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10110.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10111.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10112.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10113.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10114.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10115.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10116.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10117.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10118.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10119.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1012.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10120.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10121.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10122.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10123.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10124.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10125.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10126.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10127.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10128.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10129.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-1013.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10130.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10131.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10132.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10133.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10134.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10135.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10136.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10137.png,Normal
C:\Users\Shiana Wilson\.cache\kagglehub\datasets\tawsifurrahman\covid19-radiography-database\versions\5\COVID-19_Radiography_Dataset\Normal\masked\Normal-10138.png,Normal
